UNITID,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,DEP_DEBT_MDN,IND_DEBT_MDN,FEMALE_DEBT_MDN,MALE_DEBT_MDN,FIRSTGEN_DEBT_MDN,NOTFIRSTGEN_DEBT_MDN,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,LOAN_EVER
150303,11525,4750,9500,9000,7341.5,9000,9500,PrivacySuppressed,PrivacySuppressed,9000,8999,14954,13031,7307,4230,0.922848665
150400,25000,9800,21667,25000,22161,PrivacySuppressed,PrivacySuppressed,22609,22880,24527.5,22250,32000,27000,10979,5500,0.933858268
150428,10114.5,PrivacySuppressed,9500,PrivacySuppressed,PrivacySuppressed,9500,10229,PrivacySuppressed,PrivacySuppressed,9833,9500,PrivacySuppressed,13000,8664.5,PrivacySuppressed,0.842857143
150437,9833,5300,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,10500,4750,PrivacySuppressed,PrivacySuppressed
150455,26840,10500,15000,18500,19500,PrivacySuppressed,PrivacySuppressed,21207.5,15375,15500,19000,33000,29000,7905,3500,0.92972973
150534,26450,9750,21358,23639.5,22670,23000,21750,23250,21500,23757,22500,34000,27375,10500,5250,0.917385943
150604,27000,9250,19250,23875,21500,21425,23500,19500,23500,21425,21500,36093,27000,9500,4750,0.966898955
150668,20671,10700,12850,17500,17013.5,19500,11500,15625,18147,13300,18147,32062.5,26200,9449,5042,0.867605634
150677,22375,7379,15610.5,20350,16952,18650,15868,17925,17550,19125,16954,32000,26650,7000,3950,0.905590062
150695,9564,3750,7388,PrivacySuppressed,PrivacySuppressed,5500,7388,PrivacySuppressed,PrivacySuppressed,6650,7388,PrivacySuppressed,11773,4277,PrivacySuppressed,0.841584158
150710,16499,4750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,9500,9500,7167,9500,9500,9500,16500,16085,4750,2820,0.826446281
150756,27000,5500,21500,23125,26500,PrivacySuppressed,PrivacySuppressed,24599.5,25104,27000,23250,35507,27000,9500,5500,0.929460581
150765,7450,4700,5600,PrivacySuppressed,PrivacySuppressed,6344.5,5678.5,PrivacySuppressed,PrivacySuppressed,5607,6503,9500,9500,4801,2625,PrivacySuppressed
150774,25000,5500,17000,12750,10996.5,12000,25000,12280,12235,11500,12856.5,31000,25000,5500,4099,0.947761194
150853,12836,4750,9500,PrivacySuppressed,PrivacySuppressed,5500,9500,PrivacySuppressed,PrivacySuppressed,9500,7389,16500,14796,5500,4514,0.862745098
150941,26745,14210,22000,21747,21875,21623.5,22309,22404.5,21500,24000,21034,36000,27000,11000,4750,0.945054945
150987,13000,5500,6047.5,6516,5500,4544,7500,6574,5500,6500,5500,20939,12584,3170,1750,0.431207971
151102,25500,9500,16606.5,15113.5,12625,12000,22949,15000,14749,16237.5,14000,43433,29218,5500,2920,0.777339643
151111,24147.5,9538,14829,15250,13575,12750,18750,14600,14594.5,15000,14190,39000,27277,5517,3229,0.802762073
151166,28167,7080,9500,15834,15638,9500,10360.5,10652,9500,10023.5,10339,34227,24500,3893,2800,0.838523056
151263,27000,9770,17500,21287.5,20900,20200,19294,20380,18000,19091.5,20717.5,40900,30175,7500,4000,0.92115573
151290,27013.5,9500,9500,16000,14250,8250,9500,9500,9500,9500,9500,32495,19747,5249,2890,0.941430546
151306,22866,8250,11000,14250,14714.5,13000,16125,13685,13000,14000,13000,31000,25000,5500,3101,0.821906117
151324,23713,8048.5,10571,11747.5,13000,11000,15000,12000,11000,12000,11250,33000,24000,5500,2750,0.848376068
151333,19052,7937,11827,12000,11000,8255.5,13932.5,12000,10000,12500,10203.5,33923,22750,5500,2750,0.733861145
151342,25537,9000,14020,14114.5,10250,10000,20000,13750,12000,12926.5,12898,44374,27760,5500,2750,0.725028058
151351,23000,11000,15291,19500,19500,19000,18000,19500,18500,19327,19000,30500,27000,7500,4500,0.840338003
151360,27000,10500,15300.5,15500,10469,10000,20000,15673.5,11000,15500,12500,44283,29000,5500,3250,0.718111666
151379,22500,7062.5,11250,10695,10333,8268,13746.5,11272,10100,11093,10696.5,34997.5,23750,5500,2750,0.737804878
151388,21172,8530,12500,13181,11000,9000.5,15711,13349.5,10097,13000,11435,36203,23751,5500,3000,0.767820774
151458,12619,4547,11198.5,12000,11900,11474.5,14021,11782,11998,11431.5,11998,24589,18509,7500,3096,0.960172228
151467,12619,4547,11198.5,12000,11900,11474.5,14021,11782,11998,11431.5,11998,24589,18509,7500,3096,0.960172228
151494,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
151500,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
151519,25827.5,9500,12667,17014,17000,14500,13000,14252,13259,13668,13486,33795,25729,5236.5,3167,0.800189188
151537,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
151564,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
151607,10407.5,4147,8205,PrivacySuppressed,PrivacySuppressed,8517,8205,PrivacySuppressed,PrivacySuppressed,8205,8999,15124,11793,4147,2750,0.831395349
151616,22141.5,6625.5,11093.5,14326,13000,10786,12667,12576,10349,11943.5,12207,28281,21000,5395.5,3026,0.892460773
151625,22141.5,6625.5,11093.5,14326,13000,10786,12667,12576,10349,11943.5,12207,28281,21000,5395.5,3026,0.892460773
151652,9768.5,4750,7137,7665,8300,7396,7350,7350,7412,7386,7350,14259,10338,4679,2750,0.796516691
151661,11730,4750,9500,10440,9344,10139,9191,8451,9734,9500,9500,19080,14750,4764.5,2750,0.851133723
151777,27000,5500,14750,19000,20373,19500,17250,20436.5,15911,19500,19000,32000,27000,5500,3500,0.95131579
151786,27000,9223,20750,23800,21500,20000,24750,23250,18750,22400,20917,39875,31000,9500,5168,0.954545455
151801,24160,9500,12500,20113,20833,17250,19000,19029,17708.5,19252,18265,35500,25000,6556,2604,0.871668041
151810,41300,14250,14939.5,PrivacySuppressed,PrivacySuppressed,8987,17018,16827.5,13375,15896.5,16216,46332,30325,8250,4750,0.957627119
151829,10000,PrivacySuppressed,9500,9100,12000,9492,9750,PrivacySuppressed,PrivacySuppressed,9500,10000,PrivacySuppressed,12000,5723,PrivacySuppressed,PrivacySuppressed
151865,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
151874,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
151944,22141.5,6625.5,11093.5,14326,13000,10786,12667,12576,10349,11943.5,12207,28281,21000,5395.5,3026,0.892460773
151962,14750,5916,12666,PrivacySuppressed,PrivacySuppressed,10750,12890.5,13000,8630,12242,12000,PrivacySuppressed,18166,5500,PrivacySuppressed,0.858823529
152044,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.3
152080,21250,11770,19000,19000,21050,PrivacySuppressed,PrivacySuppressed,21000,20120,19000,20850,33442,27500,13750,6072,0.844235033
152099,16973,9000,10250,9500,15171.5,10500,12500,11000,10125,13898.5,9557,29500,21550,5500,2750,0.809264305
152150,16500,4750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,16500,4750,PrivacySuppressed,0.773584906
152248,22028,10250,16728,14383.5,13000,13550,17000,15560,13528,15958.5,14035.5,44301,29033,6250,3500,0.763338789
152266,25000,7729.5,12419,11062,12000,9500,19000,12716,10335,14200,10285,39519,26000,5500,2750,0.771345029
152275,9000,4750,6722,7389,6611,6333,7030,6333,9769,7389,6333,15500,10000,4667,2639,0.806722689
152309,5476,3010.5,3500,PrivacySuppressed,PrivacySuppressed,4708.5,4000,PrivacySuppressed,PrivacySuppressed,4050,4173,9833,6710,2750,1500,0.66025641
152318,27000,11667,28875,27000,24503,PrivacySuppressed,PrivacySuppressed,24503,26214.5,27375,24834,35000,28639,14278.5,6350,0.96101949
152327,9500,4750,6811,8633.5,9833,8300,9150,PrivacySuppressed,PrivacySuppressed,6797,9500,14547,10522,5500,3972,0.956349206
152336,25750,9112,18500,19500,19274,17500,22266,20000,14750,18967,19500,35250,27000,8250,4471,0.909338169
152363,27000,7500,16000,18295,16825,17000,17875,20607,14141.5,17000,17750,36000,27000,7500,3750,0.932790224
152381,28000,9213,16153,19653,20000,20000,16276.5,18250,7306.5,17942.5,17300,42500,29722,6497,2750,0.867830424
152390,27000,8793,22499,27000,25000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,24188,25597,31000,27000,12000,5500,0.94966443
152415,9489.5,4394,8690,6996,7638.5,6691.5,9160.5,8640.5,7116,8444,8432,10277,9500,5500,3167,0.837492745
152451,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,
152497,31250,12500,26012.5,23250,16000,16375,28656,PrivacySuppressed,PrivacySuppressed,21875,21281.5,40750,32500,10575,4750,PrivacySuppressed
152530,24500,10500,18410,19500,19500,20250,9500,19372,19500,20064.5,19405,30000,27000,9000,5000,0.937402191
152567,26000,7700,14237,19561.5,19000,20000,14075,16125,18500,17750,16650,32500,27000,6272,3215,0.932363014
152600,27000,10875,23000,26250,23000,24000,24250,24500,22500,24125,23897,35000,30000,11500,5500,0.952213633
152628,PrivacySuppressed,4479,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.638297872
152637,14619,8114,8664,9500,9500,8625,9776,9500,9075,9235,9320.5,24251,15371.5,5253,2750,0.768226901
152673,25000,9500,21000,21000,21000,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,21000,21000,31000,27000,12000,5500,0.952506596
152798,17090.5,16541.5,18750,17829.5,14769.5,15000,19236,16750,17531,18750,16281,29000,20750,11250,5746,0.961937716
152822,19732.5,6334,11410,11278,11585,10780,12712,12000,10375,12000,11253,30006,20500,5000,2654,0.891585761
152992,24000,10250,14000,14000,15000,15000,12750,14895,13685,14117,14250,33500,27000,7000,3750,0.934150077
153001,23877.5,11935.5,17500,17250,15000,15000,18750,17500,15250,17500,16610.5,32287,26187,8000,3750,0.926751592
153074,8477,3985,6987.5,9721,7600,8835.5,7083,PrivacySuppressed,PrivacySuppressed,7620.5,7600,14270,11963,5047,3355,0.905579399
153083,8492,4679,7048,7600,7600,7768,7080.5,PrivacySuppressed,PrivacySuppressed,7591,7600,13535,10965,4661,3158,0.927272727
153092,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
153108,27000,9750,23833,26995,23500,PrivacySuppressed,PrivacySuppressed,24990,24975,23000,25000,39800,28400,12000,5500,0.962962963
153126,26000,8767.5,22000,19422,19000,19000,24047.5,20298,18750,21900,19000,35994,27000,9500,4940,0.940520446
153144,27000,9500,19274,22050,21860,21439,26500,23250,19400,20000,21500,32000,27500,8996.5,4750,0.964838256
153162,27000,9500,24750,26750,26500,PrivacySuppressed,PrivacySuppressed,26960,25262.5,27000,25000,35061,28500,13367,5500,0.956321839
153171,17792,4783,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,18554,4835.5,PrivacySuppressed,PrivacySuppressed
153214,10800,5500,7250,6000,5375,5000,8940,6949,5500,6858,5750,23000,12500,3500,1750,0.735992403
153241,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
153250,23250,7500,21000,19500,17000,PrivacySuppressed,PrivacySuppressed,19500,18952.5,18044.5,19205.5,28990,27000,8125,4300,0.927731092
153269,24500,9500,18344,20524.5,21004.5,20954.5,16466,21135,19500,21000,20500,31000,27000,11000,5500,0.952181208
153278,26000,10131,18075.5,18193,14500,15192,19250,18194,14824.5,18222.5,15000,37500,27000,7500,4500,0.940273038
153296,10811,5500,6250,6500,5500,5500,9500,8510,5500,5625,6000,16438,11336,3500,2625,0.786989796
153302,17000,5500,11000,16500,6500,PrivacySuppressed,PrivacySuppressed,10000,11500,12000,9500,PrivacySuppressed,22072.5,5500,PrivacySuppressed,0.68852459
153311,12203,5500,7295,6775,5500,5250,9500,7533,5500,6803,6500,25000,14250,3115,1750,0.538525963
153320,17500,5500,11750,12000,6500,PrivacySuppressed,PrivacySuppressed,9479,10483.5,9500,10000,25500,19500,5500,3500,0.596774194
153339,12000,PrivacySuppressed,12000,PrivacySuppressed,PrivacySuppressed,8401,13369,PrivacySuppressed,PrivacySuppressed,11291,10000,PrivacySuppressed,13684.5,5572,PrivacySuppressed,PrivacySuppressed
153366,24900,10250,15151.5,17750,15500,14102.5,19756,18549,12000,17000,15500,33000,26179,7500,4750,0.960457856
153375,23848.5,8750,19712,19000,16835,17800,19300,19789,16000,19000,18026,36331,27825.5,8750,4500,0.929748482
153384,10876.5,7750,9973,9355,11003,PrivacySuppressed,PrivacySuppressed,10094,10000,11042.5,10000,21206,15795,6750,3500,0.847161572
153409,29493,6334,9500,16890,19378,7306.5,11419,10971,10339.5,10583,10971,42517,27213,3500,3167,0.84301745
153418,29493,6334,9500,16890,19378,7306.5,11419,10971,10339.5,10583,10971,42517,27213,3500,3167,0.84301745
153427,9500,5051,9500,9500,9500,7655.5,9500,9500,26848,9500,9500,35250,20000,6200,4750,0.907407407
153445,12000,6880.5,8750,8500,6937,7000,9500,9250,7221,8750,8204.5,22273.5,14277,4500,2625,0.823257351
153463,13574,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
153472,11454,6500,7130,9112.5,6500,6500,9500,8332,6655.5,8250,7125,22600,14461.5,3666,2000,0.783932502
153524,11000,5677,6300,7500,8250,6438.5,7448,7435,6250,6475.5,7177,19000,12000,4017,2292,0.83650284
153533,12000,5500,8542,8219,6500,5750,11265,9500,6000,8450,7856,22620,13536,3668,2000,0.789428815
153542,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
153588,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
153597,12000,4750,6871,6861,8580,7562,6861,PrivacySuppressed,PrivacySuppressed,6861,7546,20912,17561,4750,2750,0.937219731
153603,24365,8750,18873.5,19965,18750,18896.5,21006,19500,18550,19346,19000,33000,27626,8250,4250,0.911996843
153621,25538,11000,20000,15000,14495,14800,21691.5,18250,12000,18750,15000,35531,27000,6417,3596,0.904615385
153630,12000,5500,7808.5,6250,5500,5500,9500,8250,5500,7107.5,6708.5,23000,13042,3500,2199,0.759373517
153658,21612,9942,14378.5,18370,19000,18750,12135,17644,18000,18750,17543.5,31000,27000,7500,4000,0.905840456
153737,12000,6412,8650,7757,6500,5793,10592,8750,6728,8508,7500,26250,14863,3666,2180,0.757830627
153746,12000,4750,9500,PrivacySuppressed,PrivacySuppressed,11202,9500,PrivacySuppressed,PrivacySuppressed,9500,10000,20000,14750,6141,4582,PrivacySuppressed
153764,13000,4750,9500,PrivacySuppressed,PrivacySuppressed,11060,9500,PrivacySuppressed,PrivacySuppressed,9500,9500,20000,15965,5000,3011,0.910447761
153773,8000,4750,6332.5,PrivacySuppressed,PrivacySuppressed,7999,6332,PrivacySuppressed,PrivacySuppressed,5500,8000,12000,9500,4250,3666,0.905982906
153782,13557.5,4750,9500,PrivacySuppressed,PrivacySuppressed,12000,9500,PrivacySuppressed,PrivacySuppressed,11510,9500,20000,18000,4888,4750,0.857142857
153825,27000,8250,18750,24875,21500,22140,16875,24237.5,20009.5,22750,21500,33400,27000,9753,5500,0.970930233
153834,27000,11250,23095.5,29000,25597,PrivacySuppressed,PrivacySuppressed,26995,26849.5,27500,26407.5,32000,30000,14250,5750,0.986021505
153861,38763.5,16641.5,29400,20898,18090,24249,31642.5,28800,25000,30900,24248,50524,38800,12400,5500,0.945945946
153922,9280,6550,8000,5750,5500,5500,9500,7317,5568,7980,6375,22116,13750,3500,1750,0.653932584
153977,20500,9917,18833,15000,12407,12000,20833,14875,12583.5,14000,15000,31834,25000,7437.5,3666,0.936802974
154004,27000,9750,18874.5,20750,18859.5,19500,19825,19875,19500,18502.5,20000,33760,28000,8420,4500,0.956521739
154013,23489.5,10517.5,20338,19377,16362.5,17159,19975,19563,17000,19000,18750,35000,27000,10500,5337,0.947164949
154022,32823,5301,7872,17479,20229.5,9500,9536,9590,9500,9512,9507,43063,27429,4750,1519,0.842609944
154059,9500,5500,7000,6750,5750,5500,9000,7000,5828.5,7117.5,6500,17500,11000,3500,2000,0.735036496
154095,21039,9750,16000,17575,16750,16891,18136,17000,17000,17378,16870,31055,25939,8000,4252,0.914117935
154101,25962.5,9600,16162.5,22000,19500,21500,6833.5,19479,20375,18625,20000,31000,27000,8750,3937,0.948529412
154110,11750,5500,8250,8250,5500,5500,9625,9000,5500,8750,6503.5,26574,14710,3545,2000,0.686559922
154129,10000,5430,6334,8050,6463,5500,9500,8500,5834,7825,6500,17500,12000,4030,2427,0.7390625
154156,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
154165,13754,5110,8300,PrivacySuppressed,PrivacySuppressed,10824,11270,PrivacySuppressed,PrivacySuppressed,11357.5,10623.5,PrivacySuppressed,14595,5500,PrivacySuppressed,PrivacySuppressed
154174,7500,7635,7500,PrivacySuppressed,PrivacySuppressed,7500,7770,7383,7500,9956,7500,21750,12500,5687,3750,PrivacySuppressed
154208,13385,4750,6837,6583,10194,10072,6582.5,PrivacySuppressed,PrivacySuppressed,6583,9500,21742.5,14167,5196.5,2750,PrivacySuppressed
154235,26000,9500,18750,17902.5,20000,18750,23000,20021,17158,21500,18250,31250,27000,9500,4750,0.942700157
154262,13000,8375,16250,14251,12000,12000,20000,PrivacySuppressed,PrivacySuppressed,17000,12488,22625,20082.5,9675,4250,0.907563025
154332,12500,4750,7916,PrivacySuppressed,PrivacySuppressed,12000,7916,PrivacySuppressed,PrivacySuppressed,9500,9500,PrivacySuppressed,15000,4750,PrivacySuppressed,0.865853659
154341,12000,4750,9500,PrivacySuppressed,PrivacySuppressed,9500,10577.5,PrivacySuppressed,PrivacySuppressed,9830,9500,PrivacySuppressed,14000,6000,PrivacySuppressed,PrivacySuppressed
154350,27000,9500,21850,23250,21921.5,23340,19000,23000,22000,22500,22506.5,34646,28500,11500,5500,0.957232704
154378,10350,5286,6151,6255,5500,5500,8019.5,6404,5500,6256,5501,22062,12874,3450,1750,0.520936835
154396,11500,5250,6285,7256,5500,5500,9500,8000,5500,6602,5680,19750,12000,3500,2275,0.797991071
154448,8750,4459,7600,8323.5,8631,8407,7600,PrivacySuppressed,PrivacySuppressed,8435.5,7600,14350,11564,4750,3451,0.951327434
154457,11677,PrivacySuppressed,10450,PrivacySuppressed,PrivacySuppressed,8151,11882.5,PrivacySuppressed,PrivacySuppressed,9974,11155,PrivacySuppressed,12207,6604,PrivacySuppressed,PrivacySuppressed
154466,7830,2398,4939.5,PrivacySuppressed,PrivacySuppressed,7734,5115,PrivacySuppressed,PrivacySuppressed,5235,7415,PrivacySuppressed,8907.5,2745,PrivacySuppressed,PrivacySuppressed
154493,21250,10723,14250,14871,15000,11591,15589,15000,13570,15000,14206,33722,25000,5868,2500,0.867533271
154518,20760.5,7125,9508.5,11365,14173.5,15000,10118,10841.5,12200,11202,11515,31000,22192,5250,2490,0.875125881
154527,27000,10250,22250,26236,22500,PrivacySuppressed,PrivacySuppressed,23250,23786,26661,23000,31000,27005,10500,5500,0.973463687
154536,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
154545,9500,4377,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,7500,7632,PrivacySuppressed,9500,4550,PrivacySuppressed,0.638888889
154572,10730,5500,5978,6650,5500,5500,7273.5,6372,5500,6000,5805,19371,12238,3010,1749,0.603323699
154590,25000,10500,14467,16500,16000,13000,19000,18666,12580,16815,14771,39500,26626,6500,3964,0.906126482
154642,6900,4089,4048,4500,5500,4108,5079,4505.5,4360,4500,4500,12375,8240,2397,1373,0.49833887
154688,25250,11250,21353,21353,20786,19000,22000,21353,21353,21353,21270.5,41165,30000,10500,4750,0.916478555
154697,8976,5250,5500,5500,5500,5500,6718,6000,5500,5750,5500,18498.5,11000,3306.5,1750,0.471356055
154712,26000,8750,16000,20750,19230,19000,18250,20286,17000,20050,19000,33250,27000,7500,4000,0.95460441
154721,27000,5892.5,12500,12000,13000,12250,12500,17000,9750,10743,13250,35000,26727,5500,2750,0.932489452
154749,26050,5500,12750,15000,15000,13625,22151.5,19507,11057.5,14750,15000,33140,27000,5500,2750,0.917378917
154767,16000,5250.5,7000,10500,10229,8272,8299,8917,6683,8011.5,8587,23425,15834,3500,2260,0.93880153
154776,16000,5250.5,7000,10500,10229,8272,8299,8917,6683,8011.5,8587,23425,15834,3500,2260,0.93880153
154794,22777,8334,14691,PrivacySuppressed,PrivacySuppressed,12887.5,16499,18693,9500,14691,16499,29530,24166,8251,3167,0.79389313
154800,11500,5500,5803,5762,5500,5250,8837,6494.5,5500,5750,5500,20358,11563,3250,1750,0.601236476
154837,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
154855,23375,5482,5802,10267,12125,11526,6464,7829,7500,6895,8264.5,27000,15750,3570,1559,0.918
154907,6639,4433,4499,5500,5500,5500,4840,5500,5500,5500,5500,12000,8250,2750,1750,0.619512195
154925,6701.5,4750,4653.5,5500,6169,5011,7656,5570.5,5000,5043,5500,11500,8005,3000,1800,0.434460888
154934,9500,5500,5250,6516,6500,5597,6461,6500,5500,6125,6119,16000,10500,3500,2250,0.687002653
154952,8000,4500,5250,4500,4008,3500,6750,5250,4500,5250,4522.5,19500,10283,2625,1750,0.657316503
154970,10664,4035,8991,PrivacySuppressed,PrivacySuppressed,8595,9500,PrivacySuppressed,PrivacySuppressed,9500,8314,16500,12723,4750,2638,0.795238095
154998,7980,5250,4750,5725,5500,5500,6258,5500,5413.5,5500,5500,12000,9456,3000,2150,0.340884574
155007,10176,3500,4000,PrivacySuppressed,PrivacySuppressed,3500,5500,4648.5,5500,5265,4548.5,15750,11250,2250,1200,0.354114713
155025,20848,8250,11688.5,13560.5,13000,12964,12500,12501,13000,14290,11929,32093,23747,5500,2750,0.828542095
155052,9500,7120,9500,8000,6250,5500,10000,9500,8132.5,9500,8250,20000,13608,4750,2751,0.772442589
155061,20220,7250,10500,12000,10930,10302,12500,11500,10758.5,12000,10750,33125,22500,5250,2750,0.845448446
155070,20250,7750,10500,9980,13947.5,8850,12170,12340,10500,10500,11700,31948,22123,4750,2750,0.833333333
155089,24500,19500,19628,22307,19698.5,18437,23437,21500,19000,22635,19167,38145,28645,10416,5250,0.92408377
155098,5500,5500,5500,5799,5500,5250,9500,5880,5500,5941,5500,19734,11399,3230,2000,0.623036649
155104,6500,3780,4000,4751.5,5500,4329,4750,4569.5,4102.5,4610,4032,12000,8190,2750,1750,0.396290051
155140,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
155159,9833,4750,9654,9500,9507,8337.5,11759,PrivacySuppressed,PrivacySuppressed,9833,8790,12757,11759,6290,4479,0.925714286
155177,14000,7500,13000,12000,12000,12000,20000,12375,11500,14000,12000,23313,17625,7500,4750,0.943342776
155186,10228,5500,5500,5919,5500,5500,7045,5778,5500,6000,5500,15548,10000,3250,2085,0.648768162
155195,9470.5,5500,6233.5,5500,5500,5500,8125,6746,5500,6500,5500,18500,11552,3250,2000,0.500191205
155201,3980,2789,2250,3500,4000,3197.5,2250,2753,3085,2750,3191.5,7314,5234,1750,1348,0.384379786
155210,9000,4209,4750,4500,3746,3500,6288,4710.5,4482.5,5072.5,4500,19750,10250,2250,1750,0.555811074
