UNITID,C100_4,C100_L4,C150_4,C150_L4,C150_4_POOLED,C150_L4_POOLED,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,C150_4_AIAN,C150_4_NHPI,C150_4_2MOR,C150_4_NRA,C150_4_UNKN,C150_L4_WHITE,C150_L4_BLACK,C150_L4_HISP,C150_L4_ASIAN,C150_L4_AIAN,C150_L4_NHPI,C150_L4_2MOR,C150_L4_NRA,C150_L4_UNKN,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN
212601,0.4957,,0.6581,,0.654479675,,0.6801,0.4483,0.3846,0.5,1,,,0.4286,0.65,,,,,,,,,,0.8353,,0.6,,0.6207
212656,0.561,,0.6468,,0.657625679,,0.6686,0.3846,0.375,0.375,,,0.5,1,,,,,,,,,,,0.8413,,0.5,,0.9189
212674,0.8011,,0.8375,,0.836612784,,0.8352,0.8519,0.8684,0.7,0,,0.8333,0.9444,0.8378,,,,,,,,,,0.8862,,,,0.5357
212683,,0,,0.6471,,0.67062,,,,,,,,,,,,,,,,,,,,0.8158,,0.7143,0.5906
212708,,0,,0.6444,,0.648420312,,,,,,,,,,,,,,,,,,,,0.5405,,0.8333,0.6419
212753,,0.04,,0.5467,,0.613528986,,,,,,,,,,,,,,,,,,,,0.6235,,0.65,0.5741
212771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125
212832,0.3784,,0.5959,,0.625415714,,0.6197,0.5263,0.2222,0.8,,,,0,0.375,,,,,,,,,,0.726,,,,0.7483
212869,,0.0362,,0.1842,,0.239861376,,,,,,,,,,0.2759,0.1784,0.0833,0.3333,,,,0,0.2222,,0.5743,,0.25,0.8193
212878,,0.0274,,0.0953,,0.102859028,,,,,,,,,,0.1233,0.0216,0.0354,0.0556,0,0,0.05,0,0.1429,,0.5243,,0.4255,0.5253
212911,0.8777,,0.9419,,0.937680374,,0.9573,0.8519,0.9697,0.92,,,,0.75,,,,,,,,,,,0.9697,,,,0.2266
212975,,0.7204,,0.8065,,0.705614721,,,,,,,,,,0.8,0.875,0,1,1,0,0.6667,,1,,0.7952,,0,0
212984,0.3728,,0.5561,,0.551878098,,0.5942,0.4286,0.4706,0.5652,1,,,0.5,0.4318,,,,,,,,,,0.7257,,0,,0.6705
212993,,,0.5179,,0.5179,,0.5263,0.5556,0.5,0,,,,,,,,,,,,,,,0.7333,,,,0.8721
213002,,0.1993,,0.3256,,0.278938095,,,,,,,,,,0.3111,0.3218,0.6667,1,1,0,,,0.3333,,0.4091,,,0.7939
213011,0.5083,,0.6116,,0.541389474,,0.6453,0.5556,0.2,0.5,0.5,,,,0.3333,,,,,,,,,,0.7944,,0,,0.5863
213020,0.3416,,0.5312,,0.522484094,,0.5791,0.3117,0.4026,0.3902,0.2222,,1,0.4167,0.3846,,,,,,,,,,0.7454,,0.4,,0.7244
213163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7821
213181,,0.6578,,0.7439,,0.750251792,,,,,,,,,,0.7741,0.619,0.55,1,,1,0.5714,,0.7,,0.8058,,,0.84
213215,,0.0123,,0.6543,,0.640458427,,,,,,,,,,,,,,,,,,,,0.4468,,0.5333,0.7443
213233,,0.5912,,0.6352,,0.622700613,,,,,,,,,,0.625,0.4,0.6667,,,,,,0.75,,0.7468,,,0.8244
213251,0.7202,,0.7787,,0.766103341,,0.7861,0.5556,0.7857,0.8125,,,0.5,0.6875,1,,,,,,,,,,0.8798,,,,0.6105
213303,0.2353,,0.4237,,0.422862018,,0.6242,0.5455,0.5,0.6667,1,,1,1,0.1048,,,,,,,,,,0.6468,,0.5833,,0.8304
213321,0.5635,,0.6154,,0.636474057,,0.6281,0.3636,0.5938,0.5833,0,,,1,0.6458,,,,,,,,,,0.746,,,,0.827
213330,,0.7083,,0.7083,,0.666635294,,,,,,,,,,,,,,,,,,,,1,,,0.45
213349,0.3753,,0.553,,0.550550703,,0.5781,0.3196,0.5526,0.3478,0.4444,,,0.1538,0.375,,,,,,,,,,0.7345,,1,,0.725
213358,0.2679,,0.4317,,0.445299616,,0.4692,0.1579,0.6667,1,,,,0.3333,0.5,,,,,,,,,,0.7205,,,,0.741
213367,0.5567,,0.6619,,0.65360551,,0.7007,0.5217,0.6373,0.6154,0.75,,1,0.7778,0.6265,,,,,,,,,,0.8059,,0.6667,,0.6965
213376,,0.208,,0.2682,,0.2640348,,,,,,,,,,0.3627,0.1667,0.0882,0.5714,,,0,0,0.25,,0.5371,,0.3721,0.8833
213385,0.8833,,0.9033,,0.893325945,,0.9217,0.875,0.9259,0.9286,,,0.6364,0.8649,0.8571,,,,,,,,,,0.9339,,,,0.3717
213400,0.4352,,0.6186,,0.654667265,,0.6538,0.6,0,,,,0.4,,,,,,,,,,,,0.7521,,0.4286,,0.6628
213446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213455,,0.6632,,0.6947,,0.659551064,,,,,,,,,,,,,,,,,,,,1,,0.8312,0.5314
213473,,0.8235,,0.8235,,0.82291875,,,,,,,,,,0.8125,1,,1,,,,,,,0.6364,,0.5435,0.8037
213491,,0,,0.7059,,0.805544444,,,,,,,,,,,,,,,,,,,,0.75,,0.92,0.3448
213507,0.6987,,0.7544,,0.741991716,,0.7649,0.4444,0.6667,0.75,1,1,1,,0.7143,,,,,,,,,,0.8475,,,,0.7112
213525,,0.0771,,0.1761,,0.153992708,,,,,,,,,,0.2193,0.125,0.0662,0.0556,0,,0.1212,0,0.1333,,0.5512,,0.4473,0.2861
213534,,0.3485,,0.5101,,0.482130357,,,,,,,,,,0.6117,0.1765,0.3667,1,1,,0.3333,,0.8889,,0.6621,,0.42,0.8715
213543,0.7552,,0.8739,,0.866280802,,0.9004,0.7273,0.7865,0.8667,,,0.8846,0.7846,0.8831,,,,,,,,,,0.9558,,,,0.4397
213552,,0.8333,,0.8704,,0.8704,,,,,,,,,,,,,,,,,,,,0.9,,0.9333,0.6796
213570,,0.2426,,0.6213,,0.593537066,,,,,,,,,,0.6359,0.541,0.6333,1,0,,1,,0.6667,,0.6443,,,0.8062
213589,,0.25,,0.4531,,0.461506593,,,,,,,,,,0.5125,0.3571,0.5075,0.7647,,,,,1,,0.6951,,0.6667,0.8429
213598,0.2345,,0.4146,,0.40582442,,0.25,0.4097,0,,1,,,1,0.4444,,,,,,,,,,0.7583,,0,,0.8836
213613,0.2782,,0.4697,,0.471462349,,0.4858,0.4144,0.2647,0.125,0,,1,0.3333,0.3333,,,,,,,,,,0.6833,,0.6667,,0.7819
213622,,,,,,,,,,,,,,,,,,,,,,,,,,0.5556,,,0.6902
213631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213659,,0.0825,,0.1893,,0.183731158,,,,,,,,,,0.2086,0.037,0.1532,0.0667,0.1667,0,0.1667,,0.1677,,0.5697,,0.3235,0.3193
213668,0.5235,,0.6176,,0.629208254,,0.6144,0.6667,0.6,,,,,1,0.6667,,,,,,,,,,0.8184,,,,0.7559
213774,,0.1011,,0.266,,0.295359064,,,,,,,,,,0.4,0.1765,0.1538,0.1429,,,1,,0.1429,,0.6038,,0.4074,0.738
213783,0.3759,,0.5308,,0.513552187,,0.5291,0.4,0.625,0.4,0.3333,,1,1,0.6324,,,,,,,,,,0.7479,,0.5,,0.7851
213826,0.564,,0.6896,,0.670698311,,0.7053,0.4,0.5455,0.2857,,,1,1,0.75,,,,,,,,,,0.7995,,,,0.7882
213914,,0.6697,,0.6697,,0.6814,,,,,,,,,,0.6882,0.4,0.7143,,,,0.5,,,,0.67,,,0.9089
213932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8952
213987,0.5966,,0.6822,,0.642393182,,0.7132,0.4138,0.6316,0.25,,,1,0.7059,0.5946,,,,,,,,,,0.8013,,0.8333,,0.8104
213996,0.7461,,0.7969,,0.777259846,,0.812,0.8824,0.8,0.7273,0,1,0.6667,0.6522,0.725,,,,,,,,,,0.875,,,,0.6406
214023,,0.7143,,0.7143,,0.73438125,,,,,,,,,,0,0.72,1,1,,,,,,,0.6552,,0.5455,0.9688
214041,0.3872,,0.6415,,0.624554152,,0.6877,0.4488,0.5625,0.6,0,1,1,0.75,0.1818,,,,,,,,,,0.7666,,0.4667,,0.6792
214069,0.6296,,0.7116,,0.702132075,,0.7225,0.75,0.5,0,0,,0,,1,,,,,,,,,,0.8037,,0.4,,0.7203
214111,,0.0616,,0.1642,,0.162398003,,,,,,,,,,0.1862,0.0638,0.1651,0.2045,0,0,0.1458,0.102,0.1849,,0.6265,,0.4813,0.2725
214148,0.4811,,0.5755,,0.575644878,,0.5823,0.6429,0.6,,,,0.5,0,0.5,,,,,,,,,,0.8378,,0,,0.815
214157,0.6537,,0.6925,,0.716977284,,0.6928,1,0.6897,0.6667,,,0.6,0.5,,,,,,,,,,,0.7859,,,,0.8525
214166,0.3616,,0.4417,,0.407338978,,0.4647,0.2381,0,,1,,,0.5,0.4,,,,,,,,,,0.6703,,1,,0.7485
214175,0.8107,,0.8576,,0.857983972,,0.8561,0.9231,0.8095,0.9474,,,,1,0,,,,,,,,,,0.9119,,,,0.4122
214254,,0.3009,,0.5094,,0.526153692,,,,,,,,,,0.6667,0.4821,0.5591,0.7778,,0.5,,,0.4706,,0.5608,,,0.6684
214272,0.3432,,0.5455,,0.523679796,,0.6118,0.4565,0.7692,0.4444,,,,0.5455,0.3243,,,,,,,,,,0.732,,0.5,,0.7769
214290,,0.6693,,0.7154,,0.694448611,,,,,,,,,,0.7351,0.5604,0.875,,1,,,1,1,,0.6833,,,0.4849
214379,,0.0542,,0.188,,0.180463042,,,,,,,,,,0.218,0.0909,0.1642,0.0833,0,0,0.1395,0.4286,0.1667,,0.6159,,0.4796,0.238
214476,,0.6,,1,,1,,,,,,,,,,,,,,,,,,,,0.875,,0.6667,0.1867
214528,,0.6784,,0.6865,,0.696064951,,,,,,,,,,0.8,0.6589,0.5897,1,,0.5,,,0.6111,,0.7845,,0.76,0.4857
214546,,0.4167,,0.5833,,0.586934783,,,,,,,,,,,,,,,,,,,,0.6923,,0.5,0.5732
214564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214582,,0.2778,,0.3187,,0.382756026,,,,,,,,,,0.5366,0.2527,0.8333,0.5,,0,0.25,,0.3229,,0.5246,,0.4429,0.782
214591,0.4428,,0.6853,,0.692667204,,0.7117,0.2885,0.4167,0.6786,0,,,0.8182,,,,,,,,,,,0.8281,,0.5714,,0.6921
214607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214625,0.2194,,0.4787,,0.508916368,,0.4835,0.3333,,0.3333,,,,,,,,,,,,,,,0.8207,,0.5,,0.6691
214634,0.129,,0.3178,,0.315558175,,0.3306,0,,,,,,,,,,,,,,,,,0.5882,,0,,0.7201
214643,0.2515,,0.4888,,0.495749573,,0.4909,0.5714,0,0.4,,,,,,,,,,,,,,,0.7834,,,,0.6287
214652,0.2268,,0.4601,,0.460431341,,0.4641,0,0.4,0.5,0,,,1,,,,,,,,,,,0.7024,,0.3333,,0.7207
214670,0.2985,,0.5399,,0.544235841,,0.5776,0.2,0.4,0.5238,,,,1,,,,,,,,,,,0.7892,,0,,0.5951
214689,0.4567,,0.6462,,0.6672204,,0.6675,0.453,0.5091,0.6596,,,,0.8333,,,,,,,,,,,0.8141,,0.6,,0.6879
214698,0.2148,,0.4096,,0.421589882,,0.4177,0.36,0.2857,0.4444,0,,,1,,,,,,,,,,,0.7469,,,,0.6743
214704,0.3326,,0.5693,,0.567324096,,0.5758,0.5326,0.4259,0.6531,,,,0.6875,,,,,,,,,,,0.7725,,0.5455,,0.6726
214713,0.4299,,0.6734,,0.642047575,,0.6624,0.6098,0.7083,0.7647,0,,,0.7368,,,,,,,,,,,0.8304,,0.75,,0.6176
214731,0.1985,,0.4304,,0.435887668,,0.4286,0.2439,0.8571,0.5833,0,,,1,,,,,,,,,,,0.7252,,0.1667,,0.5999
214740,0.2711,,0.5193,,0.538628918,,0.5354,0,0,0,,,,0,,,,,,,,,,,0.7656,,0.3333,,0.6989
214759,0.3282,,0.4706,,0.469417687,,0.4844,0.1111,0.5,1,,,,,,,,,,,,,,,0.7742,,1,,0.6608
214768,0.3326,,0.5379,,0.536926036,,0.5668,0.4697,0.3571,0.5714,,,,0,,,,,,,,,,,0.7908,,0.5,,0.7413
214777,0.6556,,0.8611,,0.85509633,,0.8807,0.7026,0.7531,0.8313,0.6667,,,0.802,,,,,,,,,,,0.9315,,0.7917,,0.5021
214786,0.24,,0.3836,,0.4223251,,0.3857,0.3333,0.5,0.6,,,,0.375,,,,,,,,,,,0.7249,,1,,0.6677
214795,0.2538,,0.5192,,0.519544134,,0.5424,0.4167,0.375,0.6667,,,,0.5,,,,,,,,,,,0.75,,0.6667,,0.6703
214801,0.2336,,0.4702,,0.475425389,,0.4868,0.303,0.34,0.5461,1,,,0.7,,,,,,,,,,,0.8171,,0.6667,,0.5883
214810,0.2428,,0.4255,,0.42654194,,0.4278,0.414,0.5263,0.3846,,,,,,,,,,,,,,,0.75,,1,,0.7324
214829,0.2567,,0.4727,,0.483928331,,0.4721,0.4762,0.5556,0.45,,,,0,,,,,,,,,,,0.7491,,0.6,,0.5416
214883,0,,0.4,,0.355350413,,0.375,0.4545,,0,,,,,,,,,,,,,,,1,,0.3125,,0.7771
214892,,0.5714,,0.9,,0.90940712,,,,,,,,,,0.9262,0.6667,,,,,0.7778,,,,0.6696,,,0.9393
214944,,0.7836,,0.7836,,0.789918434,,,,,,,,,,0.8365,0.6887,0.7209,1,,,,,,,0.7806,,0.7778,0.6727
214962,,0.5333,,0.7,,0.703688889,,,,,,,,,,,,,,,,,,,,0.8667,,0.8333,0.6883
214971,0.5556,,0.5556,,0.625032813,,0.5882,0.3333,,0,,,,1,0.6,,,,,,,,,,0.9286,,,,0.6414
215008,,0.8,,0.8667,,0.884052174,,,,,,,,,,0.8667,,,,,,,,,,0.8462,,,0.4359
215026,,0.4545,,0.4545,,0.612887097,,,,,,,,,,,,,,,,,,,,,,,0.55
215044,,0.6721,,0.7541,,0.796608475,,,,,,,,,,,,,,,,,,,,,,,0.9188
215053,0.3548,,0.4086,,0.460535526,,0.4487,0.5,0.2,0.5,0,,,,0,,,,,,,,,,0.6667,,,,0.9238
215062,0.8687,,0.9561,,0.956495775,,0.9476,0.9401,0.943,0.9885,0.875,,,0.9461,0.9615,,,,,,,,,,0.9744,,0.9298,,0.2226
215099,0.4918,,0.6603,,0.621288556,,0.6872,0.4667,0.6471,0.5484,1,0.5,0.9091,0.875,0.3077,,,,,,,,,,0.791,,0.1429,,0.7223
215105,0.544,,0.5956,,0.617021704,,0.5942,0.5455,0.5357,0.6471,0.25,,,0.6522,0.6667,,,,,,,,,,0.8096,,,,0.7407
215114,0.1379,,0.6603,,0.680147826,,0.7008,0.4444,0.5,0.6667,,,0,1,,,,,,,,,,,0.7518,,1,,0.8448
215123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215132,0.6573,,0.7397,,0.728672319,,0.7385,0.4375,0.4545,0.7907,,,1,0.8889,0.5455,,,,,,,,,,0.8818,,,,0.726
215239,,0.0155,,0.0997,,0.098421687,,,,,,,,,,0.1496,0.0628,0.1124,0.1325,0,0,0.0345,0.1176,0.0946,,0.5411,,0.4496,0.4483
215266,0.358,,0.5214,,0.520251156,,0.5097,0.6071,0.6667,0.5833,0,0.5,,0,0.5714,,,,,,,,,,0.7227,,0.5,,0.7927
215275,0.3283,,0.5283,,0.530663214,,0.551,0.4815,0.25,0.125,0,,,1,0.5,,,,,,,,,,0.7565,,,,0.7072
215284,0.3266,,0.5068,,0.528911761,,0.5209,0.1053,0.7143,0.4615,0,,,0.8,0.25,,,,,,,,,,0.7953,,,,0.7419
215293,0.6527,,0.8185,,0.811546409,,0.8278,0.7239,0.8667,0.8585,0.75,0.8,0.875,0.7143,0.8082,,,,,,,,,,0.926,,1,,0.5447
215309,,0.0398,,0.108,,0.112102299,,,,,,,,,,0.1683,0.0179,0,0,,,0,,0.25,,0.6316,,0.9,0.842
215336,,0.375,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,0.8636,,,0.6964
215381,,0.5263,,0.5526,,0.62984026,,,,,,,,,,0.5634,0,,0,,,1,,,,0.6729,,,0.7486
215390,,0.7105,,0.75,,0.726112739,,,,,,,,,,0.7681,0.4,1,1,,,,,,,0.8667,,1,0.5333
215415,,0.4607,,0.5379,,0.552495669,,,,,,,,,,0.5415,0.4333,0.3077,0.5,,1,0.4286,,0.5725,,0.637,,,0.8946
215424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215433,,0.7658,,0.8739,,0.907854118,,,,,,,,,,0.8,0.8738,1,,,,,,1,,0.6,,0.5217,0.879
215442,0.5077,,0.5827,,0.543407438,,0.5972,0.4231,0.625,1,1,,0.6154,0.6667,0,,,,,,,,,,0.7681,,0.625,,0.7387
215479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8906
215530,,0.6087,,0.6087,,0.666669231,,,,,,,,,,,,,,,,,,,,1,,1,0.75
215585,,0.0214,,0.1036,,0.09286,,,,,,,,,,0.0936,0.0455,0.1452,0.2,,,0.1,,0.1,,0.5936,,0.4135,0.4498
215594,,0.3704,,0.4815,,0.530618367,,,,,,,,,,0.4583,1,,0,,,1,,,,0.6154,,0.3333,0.7357
215619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
215637,0.0717,,0.5443,,0.51883617,,0.5172,0.6,0.6154,0.7059,,,,,0.5385,,,,,,,,,,0.9543,,,,0.7588
215646,,0.2276,,0.3042,,0.483221534,,,,,,,,,,0.3786,0.237,0.25,0.5,,,,1,0.3058,,0.6449,,,0.6341
215655,0.4574,,0.6217,,0.589742781,,0.6545,0.3438,0.6,0.25,,0,,0.7895,0,,,,,,,,,,0.8289,,0.5,,0.6288
215682,,0.4793,,0.5372,,0.64518894,,,,,,,,,,0.5481,0.4667,1,0,,,,,,,0.6847,,,0.4473
215691,0.3492,,0.4286,,0.438169072,,0.3871,0.4085,0.6,0.4286,,,,,0.5714,,,,,,,,,,0.6696,,,,0.8396
215743,0.6165,,0.7209,,0.717784785,,0.7493,0.5357,0.25,0.5,0,,,,0.75,,,,,,,,,,0.8518,,,,0.7881
215770,0.6701,,0.7313,,0.754134456,,0.7473,0.6222,0.6349,0.5926,,1,0.9091,0.4545,0.5,,,,,,,,,,0.8976,,0.6667,,0.4941
215798,0.6833,,0.7421,,0.721414566,,0.7435,0.6667,0.9091,1,1,0,,0.8333,0.5,,,,,,,,,,0.8157,,,,0.745
215813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215886,,0.9634,,0.9634,,0.957833735,,,,,,,,,,,,,,,,,,,,0.5079,,1,0.8318
215929,0.7367,,0.8044,,0.811212689,,0.8104,0.9,0.8409,0.7391,0.3333,,1,0.5,0.6829,,,,,,,,,,0.8918,,,,0.6743
215947,0.4876,,0.6006,,0.605604839,,0.6487,0.5517,0.4545,0.6667,,,0.5,0.75,0.1852,,,,,,,,,,0.7895,,0,,0.6313
215974,,0.8571,,0.8571,,0.763171053,,,,,,,,,,0.8571,,,,,,,,,,0.625,,1,0.6676
215983,,,,,,,,,,,,,,,,,,,,,,,,,,0.6842,,,0.7297
215992,,0.6596,,0.6596,,0.596924031,,,,,,,,,,0.7089,0.4,,,,,,,,,0.1687,,0.2,0.8553
216010,0.3718,,0.5495,,0.548899302,,0.5843,0.363,0.4762,0.5238,0.3333,,1,0.5,0.3782,,,,,,,,,,0.7394,,0.5,,0.6939
216038,0.4905,,0.6745,,0.650581521,,0.6949,0.557,0.4545,0.5,1,,1,0.3333,0.6214,,,,,,,,,,0.8157,,,,0.7278
216047,0.8333,,0.8333,,0.64516129,,0.8333,,,,,,,,,,,,,,,,,,0.8,,,,0.381
216074,,0.9153,,0.9492,,0.948753846,,,,,,,,,,,,,,,,,,,,0.9333,,0.9636,0.3182
216083,,0.492,,0.52,,0.534430168,,,,,,,,,,0.5103,1,0.5,1,,,1,,,,0.692,,0.9333,0.863
216162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8273
216223,,0.8286,,0.8286,,0.850761194,,,,,,,,,,,,,,,,,,,,0.8696,,0.8333,0.6707
216278,0.7127,,0.7581,,0.752655583,,0.7669,0.8462,0.6667,0.6667,1,,0.375,0.5,,,,,,,,,,,0.8299,,,,0.7069
216287,0.8871,,0.9409,,0.937581818,,0.9571,0.8929,0.8889,0.9623,,,0.8235,0.9643,0.9737,,,,,,,,,,0.9536,,,,0.2445
216296,,0.5896,,0.6185,,0.562574473,,,,,,,,,,0.749,0.1739,0.35,1,1,,0.5,,0.5625,,0.7786,,0,0.5238
216311,0.5,,0.5,,0.47823913,,0.5,,,,,,,,,,,,,,,,,,0.8421,,,,0
216339,0.4133,,0.6918,,0.67711831,,0.7188,0.6557,0.5979,0.6918,0.6667,0.6667,0.8286,0.5979,0.605,,,,,,,,,,0.8883,,0.7,,0.6599
216357,0.3186,,0.3596,,0.351485882,,0.5,0.1053,0.25,,,,0.1667,0.25,0.0566,,,,,,,,,,0.6898,,,,0.8768
216366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6273
216418,,0.24,,0.4277,,0.439861328,,,,,,,,,,0.4909,0.1795,0.2917,0.5,,,0.2727,,0.4483,,0.6296,,,0.7321
216427,,0.5319,,0.617,,0.715503448,,,,,,,,,,0.6667,0.375,,,,,,,,,0.8,,,0.9054
216436,,0.5743,,0.6238,,0.675162437,,,,,,,,,,0.7042,0.4286,,,,0,1,,,,0.6733,,,0.7729
216445,,0.8493,,0.9041,,0.806225,,,,,,,,,,0.9028,1,,,,,,,,,0.8519,,,0.7093
216454,,0.7471,,0.7701,,0.769915487,,,,,,,,,,0.7701,,,,,,,,,,0.8148,,,0.7609
216463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216524,0.7882,,0.8048,,0.798226706,,0.8298,0.6923,0.9,0.6875,1,,1,1,0.7326,,,,,,,,,,0.9176,,,,0.7018
216542,0.4218,,0.4805,,0.447496914,,0.5049,0.5,0.3889,0.6,,,,,0.3333,,,,,,,,,,0.7313,,,,0.6722
216551,,0.296,,0.312,,0.299029167,,,,,,,,,,0.3857,0.1667,0.375,0,0,,1,0,0.2857,,0.8494,,,0.7897
216579,,0.4128,,0.5688,,0.654632474,,,,,,,,,,,,,,,,,,,,0.9815,,,0.608
216597,0.8537,,0.8937,,0.897254435,,0.9076,0.7778,0.8438,0.8936,1,1,1,0.85,0.5,,,,,,,,,,0.9367,,1,,0.4337
216630,,0.2,,0.2,,0.301884906,,,,,,,,,,0.25,0,0,,,,,,,,,,,0.8158
216649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
216667,0.7218,,0.7569,,0.76396087,,0.7716,0.6923,0.75,0.75,0.3333,,1,,0.6905,,,,,,,,,,0.8589,,,,0.7447
216694,0.5186,,0.5851,,0.561693059,,0.5897,0.4444,0.8,1,0,,,,0.4444,,,,,,,,,,0.8182,,,,0.8473
216746,,0.8095,,0.8452,,0.818692982,,,,,,,,,,,,,,,,,,,,0.9375,,0.9,0.4568
216764,0.4378,,0.6707,,0.678476412,,0.6861,0.5373,0.6889,0.7209,0.8,,1,0.5,0,,,,,,,,,,0.8787,,0.3333,,0.6285
216773,,0.8,,0.8,,0.73467551,,,,,,,,,,0.8,,,,,,,,,,1,,,0.6632
216782,,0.13,,0.3543,,0.384628269,,,,,,,,,,0.5692,0.2301,0.3333,1,,,1,,0.3077,,0.9231,,0.6667,0.984
216807,0.7098,,0.7642,,0.76465492,,0.7927,0.3,0,1,,,,,0.6222,,,,,,,,,,0.8233,,0.1667,,0.7494
216816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216825,,0.0432,,0.1253,,0.124523261,,,,,,,,,,0.1331,0.0238,0.0909,0.2222,0,0,0.0769,,0,,0.6157,,0.3795,0.325
216852,0.3705,,0.532,,0.546649467,,0.5558,0.3421,0.5,0.3846,0.5,,,0.6,0.619,,,,,,,,,,0.7642,,1,,0.717
216931,0.4454,,0.5564,,0.568284648,,0.5914,0.3214,0.4444,0.5,1,,,0.4444,0.4444,,,,,,,,,,0.786,,0.5,,0.7265
217013,0.2874,,0.4138,,0.491142012,,0.4521,0.3333,0,,,0,0.6667,,0,,,,,,,,,,0.7857,,0,,0.634
217040,0,,0.7826,,0.7749925,,0.8182,,,,,,,0,,,,,,,,,,,0.8235,,,,0.4038
217059,0.3914,,0.6071,,0.59188285,,0.616,0.4865,0.8,0.65,1,,0.5,0.4,0.4242,,,,,,,,,,0.7875,,0,,0.6765
217077,,0.617,,0.6634,,0.648294341,,,,,,,,,,0.7368,0.4405,0.4974,0.8667,0.6,,0.6154,,0,,0.727,,,0.7826
217086,,0.3,,0.3333,,0.414865957,,,,,,,,,,0.4118,0.1818,0.5,,,,,,,,0.6286,,,0.8136
217095,,0,,0.569,,0.598447244,,,,,,,,,,,,,,,,,,,,0.6571,,0.8,0.6566
217156,0.8454,,0.9612,,0.9533826,,0.9539,0.9863,0.9728,0.9801,0.7143,1,1,0.9236,0.9721,,,,,,,,,,0.9754,,,,0.2291
217165,0.7348,,0.7757,,0.797046009,,0.7846,0.7308,0.8,0.84,0.5,,,0.6,0.6667,,,,,,,,,,0.8718,,,,0.6027
217235,0.4395,,0.5745,,0.576356317,,0.5837,0.5258,0.5593,0.6716,0.3333,,0,0.6429,0.5531,,,,,,,,,,0.792,,0.3077,,0.7882
217305,,,0.4815,,0.495733311,,0.5159,0.3051,0.4167,0.5,0.3333,,,0.4688,0.47,,,,,,,,,,,,,,0.7808
217323,,0.5872,,0.7735,,0.747600238,,,,,,,,,,,,,,,,,,,,,,,0.6683
217350,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.8276
217402,0.8318,,0.8632,,0.856793522,,0.8773,0.8182,0.814,0.8235,1,,0.7143,0.8095,0.8438,,,,,,,,,,0.9192,,,,0.5562
217420,0.1446,,0.426,,0.427557333,,0.4335,0.3529,0.4511,0.375,1,,,1,0.3824,,,,,,,,,,0.7863,,0.3846,,0.575
217475,,0.0327,,0.1181,,0.122205157,,,,,,,,,,0.1396,0.0641,0.0667,0.1176,0.25,,0.0976,,0.0758,,0.648,,0.4623,0.1973
217484,0.3852,,0.5887,,0.611440199,,0.6163,0.4857,0.4316,0.5352,0.4,,,0.2381,0.5628,,,,,,,,,,0.8195,,0.4286,,0.6714
217493,0.6858,,0.8716,,0.872390719,,0.9231,0.7143,0.9048,0.9077,1,,0.8824,0.8413,0.7959,,,,,,,,,,0.9538,,,,0.4015
217518,0.4822,,0.6216,,0.623637838,,0.6291,0.125,0.7419,0.6667,0,,0.65,0.4815,0.6175,,,,,,,,,,0.7913,,,,0.5663
217536,0.6385,,0.6745,,0.6574,,0.6856,0.7,0.7368,0.6,0.6667,,,0.5,0.617,,,,,,,,,,0.838,,,,0.7631
217572,,1,,1,,0.677458065,,,,,,,,,,1,,,,,,,,,,1,,,0.8209
217581,,0,,0.8077,,0.76925,,,,,,,,,,,,,,,,,,,,0.95,,0.7143,0.5588
217606,0.2273,,0.5185,,0.514823762,,0.625,0.3333,0.2857,0,,,,,0,,,,,,,,,,0.7381,,0.3333,,0.6237
217615,,0.0346,,0.1083,,0.100550162,,,,,,,,,,0.1413,0.0559,0,0,0,0.5,0,,0,,0.5276,,0.4269,0.2446
217624,0.046,,0.2822,,0.259201751,,1,0.3118,1,,,,,,0.0667,,,,,,,,,,0.5028,,0,,0.9831
217633,0.4525,,0.5175,,0.463476647,,0.5606,0.2059,0.5556,0,,,,0.5,0.2,,,,,,,,,,0.7689,,0.3333,,0.6399
