UNITID,C100_4,C100_L4,C150_4,C150_L4,C150_4_POOLED,C150_L4_POOLED,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,C150_4_AIAN,C150_4_NHPI,C150_4_2MOR,C150_4_NRA,C150_4_UNKN,C150_L4_WHITE,C150_L4_BLACK,C150_L4_HISP,C150_L4_ASIAN,C150_L4_AIAN,C150_L4_NHPI,C150_L4_2MOR,C150_L4_NRA,C150_L4_UNKN,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN
206914,0.0965,,0.235,,0.219820613,,0.2545,0.1333,0.2281,0.3684,0.0921,,0,0.5161,0.2051,,,,,,,,,,0.6202,,0.36,,0.4332
206923,,0.1058,,0.2365,,0.231681928,,,,,,,,,,0.2941,0.2,0.2143,0,0.1504,,0.2121,,0,,0.5618,,0.4737,0.1599
206932,,0.2667,,0.2667,,0.441164706,,,,,,,,,,,,,,,,,,,,1,,0.75,0.7817
206941,0.122,,0.373,,0.364253256,,0.3988,0.3077,0.3971,0.4878,0.3659,0.25,,0.2913,0.3487,,,,,,,,,,0.6565,,0.4031,,0.4066
206969,,0.1111,,0.7222,,0.735282353,,,,,,,,,,,,,,,,,,,,0.8333,,,0.5909
206996,,0.0727,,0.1278,,0.12458663,,,,,,,,,,0.1557,0.1077,0.1333,0,0.0878,,0,0.375,,,0.4411,,0.4412,0.372
207041,0.1711,,0.3365,,0.337447314,,0.3588,0.16,0.1765,0,0.3394,,,0.5556,0.2,,,,,,,,,,0.6594,,0.3125,,0.4099
207050,,0.1178,,0.2042,,0.204816794,,,,,,,,,,0.1979,0.1667,0.0556,1,0.1864,0,0,0.5,0.3714,,0.4179,,0.3582,0.256
207069,,0.1845,,0.2262,,0.196726627,,,,,,,,,,0.2552,0.1071,0.1667,0.6667,0.1887,,0,,0.2353,,0.5455,,0.2241,0.1232
207087,,0.5128,,0.5897,,0.662159459,,,,,,,,,,,,,,,,,,,,0.8667,,,0.5974
207102,,0.3038,,0.4937,,0.486046369,,,,,,,,,,,,,,,,,,,,0.9216,,,0.5419
207157,0.25,,0.3188,,0.424815686,,0.42,0,0,,0,,,1,,,,,,,,,,,0.675,,0,,0.5635
207166,,0.75,,0.75,,0.666666667,,,,,,,,,,,,,,,,,,,,0.7273,,,0
207209,0.0623,,0.0371,,0.118911979,,0.2,0.0355,0,,0,,,0,0,,,,,,,,,,0.6667,,0,,0.7586
207236,,0.2065,,0.2065,,0.192721594,,,,,,,,,,0.2074,0.1818,0.4063,,0.1231,0,0.2264,,0,,0.5397,,0.4311,0.3308
207254,0.8182,,0.4822,,0.453765845,,0.5097,0.26,0.4186,0.3889,0.8824,,1,,0.625,,,,,,,,,,0.8221,,,,0.9547
207263,0.1319,,0.3074,,0.30215819,,0.3327,0.3091,0.4118,0.0769,0.2748,,,0.2857,,,,,,,,,,,0.6092,,0.45,,0.4937
207272,,0.64,,0.72,,0.74196129,,,,,,,,,,,,,,,,,,,,0.75,,,0.1915
207281,,0.0891,,0.204,,0.199124373,,,,,,,,,,0.243,0.0541,0.2037,0.3333,0.0784,,,0.2,,,0.5485,,0.3704,0.2288
207290,,0.2228,,0.2293,,0.228768027,,,,,,,,,,0.2794,0.0488,0.1333,0.25,0.1941,,0.25,0.3846,0.1,,0.5137,,0.4333,0.4295
207306,0.1483,,0.3438,,0.328645891,,0.376,0.16,0.3077,0,0.2105,,,0,,,,,,,,,,,0.5984,,0.2889,,0.402
207315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207324,0.2628,,0.4744,,0.481576761,,0.513,0.4091,0.2609,0.4545,0.24,0,,,0,,,,,,,,,,0.749,,0.25,,0.5321
207342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6329
207351,0.2532,,0.1701,,0.197079204,,0.2157,0.0645,0.2045,0,0.1667,,0,0,0.3333,,,,,,,,,,0.6667,,0,,0.4705
207388,0.3367,,0.6103,,0.602749777,,0.6245,0.521,0.551,0.6667,0.5962,,,0.3529,0.5082,,,,,,,,,,0.8087,,0.6067,,0.4242
207397,,,0.0414,,0.050392283,,0.0461,0,0.0606,0,0.0417,,0,0,0.087,,,,,,,,,,,,,,0.3463
207403,0.413,,0.5065,,0.524275,,0.5421,0.381,0.3,1,0.4,1,,0.25,0.4286,,,,,,,,,,0.7361,,1,,0.5092
207449,,0.0333,,0.1153,,0.124788781,,,,,,,,,,0.1141,0.0428,0.1094,0.2059,0.1087,0,0.1045,0.2113,0.1635,,0.4853,,0.2994,0.2097
207458,0.4838,,0.5865,,0.597409091,,0.6245,0.3667,0.6667,0.6667,0.5385,,,0.3529,0.3333,,,,,,,,,,0.7937,,,,0.4666
207500,0.3717,,0.6744,,0.668593821,,0.6862,0.6078,0.6,0.7837,0.5256,,,0.6667,,,,,,,,,,,0.8521,,0.7806,,0.3656
207537,,0.75,,0.9167,,0.823542353,,,,,,,,,,,,,,,,,,,,0.8333,,,0.7188
207564,0,,0.3128,,0.286640155,,0.3846,0.1,0.5455,0,0.1895,0,,0,,,,,,,,,,,0.2105,,0.6,,0.4394
207582,0.3994,,0.5344,,0.533946126,,0.5634,0.4516,0.45,0.75,0.4167,,0.5,0.6667,0.4348,,,,,,,,,,0.8005,,0.75,,0.6283
207607,,0.6145,,0.8313,,0.744670213,,,,,,,,,,,,,,,,,,,,0.8485,,0.8542,0
207625,,0.5294,,0.6118,,0.643259459,,,,,,,,,,0.5714,0.4167,0.8261,1,0,,0,,0.6,,0.6,,,0.7631
207661,0.1006,,0.1877,,0.200752263,,0.225,0.0588,0.1667,0.125,0.1034,,0.1591,0,,,,,,,,,,,0.6533,,0.3636,,0.4391
207670,,0.0541,,0.1168,,0.119560529,,,,,,,,,,0.1444,0.0313,0.1176,0,0.0986,0,0.193,,0.0513,,0.5369,,0.3157,0.2543
207689,0.038,,0.2346,,0.237839024,,0.2241,0.2,0.1429,,0.2,,0.5,0.5,,,,,,,,,,,0.6204,,0.9333,,0.6349
207704,,0.0377,,0.5849,,0.680576389,,,,,,,,,,,,,,,,,,,,0.3077,,,0.6232
207722,0.4335,,0.4631,,0.421475561,,0.4789,0.25,0.6364,0.5,0.1364,,0.875,0.5,,,,,,,,,,,0.7558,,,,0.488
207740,,0.1981,,0.2783,,0.24407661,,,,,,,,,,0.2863,0.1034,0.1818,0.5,0.3019,,,0.3333,,,0.5711,,0.2529,0.1651
207786,,0.9286,,0.9643,,0.9643,,,,,,,,,,,,,,,,,,,,0.9286,,,0.4545
207847,0.1166,,0.2882,,0.297399918,,0.2804,0.2333,0.3889,1,0.2864,,,0.5,,,,,,,,,,,0.6438,,0.3182,,0.4523
207856,0.2333,,0.359,,0.328961842,,0.4167,0.3333,0,,0,,,,,,,,,,,,,,0.4387,,0.2353,,0.8881
207865,0.1481,,0.3359,,0.332594273,,0.3605,0.2703,0.2321,0.5455,0.1373,0.3333,0.2593,0.4286,0.25,,,,,,,,,,0.6585,,0.1667,,0.6434
207935,,0.0454,,0.1332,,0.136146274,,,,,,,,,,0.1484,0.0723,0.12,0.2817,0.1135,0,0.1006,0.1351,0.1224,,0.574,,0.3891,0.2661
207962,,0.5362,,0.5834,,0.576595918,,,,,,,,,,0.604,0.375,0.7589,0.8,0.6757,0,0.6038,1,0.4545,,0.7031,,,0.6237
207971,0.5174,,0.7014,,0.694991946,,0.7261,0.5577,0.6579,0.7619,0.3103,,,0.8276,0.7143,,,,,,,,,,0.8765,,0.8,,0.2958
208017,,0.0833,,0.6667,,0.545436364,,,,,,,,,,,,,,,,,,,,0.6,,,0
208026,,0.9141,,0.9141,,0.833315667,,,,,,,,,,0.875,1,0.875,0,0.9403,,1,,1,,0.9524,,0.9754,0
208035,,0.1152,,0.1788,,0.189846637,,,,,,,,,,0.2118,0.1429,0.0667,0,0.375,0,0.2308,0.25,0.125,,0.4835,,0.2958,0.1649
208044,,0.7857,,0.7857,,0.695682609,,,,,,,,,,,,,,,,,,,,0.5294,,,0.5882
208053,,0.3902,,0.5366,,0.624992045,,,,,,,,,,,,,,,,,,,,0.7568,,0.6786,0
208080,,0.4783,,0.6087,,0.655732787,,,,,,,,,,0.5556,0,1,,,,,,,,0.7647,,,0.9877
208123,,0.3238,,0.7143,,0.675354545,,,,,,,,,,,,,,,,,,,,,,,0.5878
208187,,0,,0.7872,,0.772690909,,,,,,,,,,0.8108,0.5,0.6667,,,1,0.5,,1,,0.7647,,,0.4402
208239,0.1471,,0.2931,,0.302641053,,0.2748,0.2,0.2727,0.375,0.2,,,,0.5,,,,,,,,,,0.5067,,0.3333,,0.8019
208248,,0.7685,,0.7685,,0.7824,,,,,,,,,,0.6531,0.8824,0.7778,1,,1,,,1,,0.7826,,,0.5493
208275,,0.0623,,0.1592,,0.180127959,,,,,,,,,,0.1642,0,0.1395,0.5,0,0,0.2667,,0.0909,,0.3537,,0.2681,0.2283
208318,,0.0835,,0.1942,,0.183926952,,,,,,,,,,0.209,0,0.2069,0,0,0.1429,0.3333,,0.1053,,0.5072,,0.336,0.4642
208390,,0.1315,,0.1315,,0.125322216,,,,,,,,,,0.1337,0,0.118,0.1111,0.3182,0,0.0256,0,0.2381,,0.5274,,0.4173,0.3807
208406,,0.1312,,0.2191,,0.17508707,,,,,,,,,,0.21,0.125,0.1538,0.1875,0,0.3333,0.1,,0.3918,,0.4972,,0.3277,0.3823
208415,,0.1316,,0.1974,,0.218057143,,,,,,,,,,0.2182,0,0.1818,0,,,0.3333,,0,,0.5309,,0.4634,0.1955
208433,,0.2778,,0.6852,,0.654864602,,,,,,,,,,0.6579,1,0.7,,1,,0.75,,,,0.75,,,0.587
208479,,0.3682,,0.5006,,0.699755534,,,,,,,,,,0.4864,0.3061,0.6444,0.3448,0.4615,0.8889,0.5102,1,0.5584,,0.7465,,,0.5832
208488,0.3125,,0.55,,0.552607602,,0.5833,0.5,0.5,0.2857,0,1,0.6667,,0.375,,,,,,,,,,0.682,,0.5,,0.7284
208512,,0.6957,,0.6957,,0.641053846,,,,,,,,,,0.625,1,0.6667,,,,,,,,0.9286,,,0.6867
208637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5913
208646,0.1725,,0.3387,,0.285515311,,0.3439,0.1429,0.2143,0.3077,0,,,0.3333,0.5,,,,,,,,,,0.5794,,0.2333,,0.5482
208655,,0.3833,,0.6,,0.606555738,,,,,,,,,,0.5938,0.5238,0.8571,,,,,,,,0.6,,,0.9444
208725,0.1111,,0.2857,,0.312478125,,0.2778,,0.5,,,,,,0,,,,,,,,,,0.6333,,0,,0.6648
208822,0.5087,,0.6484,,0.635183493,,0.6873,0.3333,0.68,0.5,0.5,0.3333,1,0.3846,0.6316,,,,,,,,,,0.8255,,,,0.6464
208859,,0.3958,,0.75,,0.818181818,,,,,,,,,,0.7619,,,,,,0.75,,0.5,,0.72,,,0.8235
208965,0,,0.3,,0.277551331,,0.3028,0.25,0.3158,0,1,,,,,,,,,,,,,,,,1,,0.8198
209038,,0.0317,,0.0993,,0.097912877,,,,,,,,,,0.1087,0,0.0746,0.25,0.0455,0,0.1064,0.25,0.0816,,0.5336,,0.392,0.6614
209056,0.7135,,0.7921,,0.769232692,,0.8068,0.5,0.7742,0.8148,1,,1,0.8276,0.7724,,,,,,,,,,0.8436,,,,0.596
209065,0.6118,,0.7068,,0.692670316,,0.707,0.8571,0.8214,0.6111,0.4667,,,0.7647,0.7949,,,,,,,,,,0.8851,,0.5,,0.6481
209074,,0.0848,,0.1785,,0.16906392,,,,,,,,,,0.191,0,0.1635,0.125,0.0606,0.3333,0.0926,,0.1333,,0.5241,,0.3973,0.3913
209083,,0.7302,,0.7302,,0.732683168,,,,,,,,,,0.8095,0.75,0.375,1,0,0,,,1,,0.8235,,,0.9007
209108,0.0769,,0.3077,,0.256417949,,0.3,,,,,,,1,0,,,,,,,,,,0.5,,0.5,,0.7962
209153,,0.3973,,0.8493,,0.868859836,,,,,,,,,,0.8667,1,0.6667,,1,,0,,1,,0.8913,,,0.8818
209205,,0.6771,,0.7188,,0.741217647,,,,,,,,,,0.806,0.6667,0.7778,0.5,0.3333,0,0,,,,0.8,,,0.8911
209241,0.6667,,0.8333,,0.677377419,,1,,0.6,1,,1,,,,,,,,,,,,,0.8667,,,,0
209250,,0.1492,,0.2268,,0.201121487,,,,,,,,,,0.2432,0.0923,0.115,0.36,0.1852,0.1333,0.1569,0.6667,0.25,,0.5469,,0.3527,0.3563
209287,0.3662,,0.5352,,0.503526241,,0.5313,,0,0.75,0,,,1,,,,,,,,,,,0.7451,,0.25,,0.8584
209296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209348,,0.55,,0.8,,0.744211628,,,,,,,,,,,,,,,,,,,,0.8889,,,0.5714
209409,0.55,,0.6625,,0.583318182,,0.697,0.6667,0.5,0.3333,0,,1,,0.5,,,,,,,,,,0.6951,,,,0.8079
209490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7332
209506,0.1628,,0.4709,,0.459120261,,0.4449,1,0.5556,0.6,0.3,,,1,0.5385,,,,,,,,,,0.731,,0.381,,0.4464
209533,0.4,,0.6,,0.458329167,,0.6,,,,,,,,,,,,,,,,,,0.55,,1,,0.7482
209542,0.3067,,0.6307,,0.622742809,,0.6501,0.4211,0.5647,0.6703,0.4878,0.4242,0.9167,0.617,0.564,,,,,,,,,,0.8376,,0.6324,,0.5067
209551,0.4541,,0.6881,,0.677716164,,0.6948,0.5455,0.6814,0.7218,0.5897,0.5957,0.7111,0.6374,0.6548,,,,,,,,,,0.8724,,0.587,,0.393
209603,0.163,,0.2935,,0.324208791,,0.3158,0,0.25,,,,0.3333,0,0,,,,,,,,,,0.8333,,0,,0.8378
209612,0.5043,,0.5942,,0.605302929,,0.5749,0.4,0.619,0.6557,0,0.5,0.8333,0.8333,0.55,,,,,,,,,,0.8115,,,,0.8555
209667,,0.3696,,0.6087,,0.690720619,,,,,,,,,,0.5854,,1,,0.5,,1,,,,0.8056,,,0.8941
209676,,0.4135,,0.8077,,0.790182143,,,,,,,,,,0.7882,,0.8889,1,1,,0.6667,,1,,0.7955,,,0.8143
209694,,0.2712,,0.6271,,0.690275221,,,,,,,,,,0.5429,0,0.7692,,0.3333,,1,,1,,0.8542,,,0.8605
209700,,0.5962,,0.6923,,0.658531707,,,,,,,,,,0.6818,0.5,1,,,,,,,,0.6286,,,0.9341
209719,,0.6571,,0.7429,,0.597718391,,,,,,,,,,0.7857,1,0.4,,,,,,1,,1,,,1
209746,,0.055,,0.1518,,0.173423338,,,,,,,,,,0.1655,0.08,0.1059,0.1837,0.0714,0,0.1228,0.1783,0.125,,0.5961,,0.4376,0.4298
209807,0.1685,,0.4205,,0.41883183,,0.3951,0.3158,0.4455,0.4886,0.2941,,,0.5303,0.4375,,,,,,,,,,0.7264,,0.4127,,0.5142
209825,0.7327,,0.802,,0.778338134,,0.8049,0.7778,0.7778,0.8191,0.5455,,,0.8182,0.814,,,,,,,,,,0.8982,,,,0.504
209922,0.6657,,0.7933,,0.806304354,,0.7988,0.9,0.7333,0.8261,1,,0.75,0.9231,0.7606,,,,,,,,,,0.8955,,,,0.3584
209940,,0.0445,,0.1124,,0.126579114,,,,,,,,,,0.1216,0,0.0484,0.2,0,,0.0714,,0.3,,0.5279,,0.3531,0.3031
209986,,0.72,,0.84,,0.812517188,,,,,,,,,,0.8636,,0,,,1,1,,,,0.8333,,,0.5806
210076,,,0.5913,,0.643865332,,0.5822,0.375,0.5152,0.4286,0.5,0.5,,,0.7313,,,,,,,,,,0.6,,,,0.8774
210100,,0.2581,,0.6129,,0.624972222,,,,,,,,,,0.5926,,0.6667,,,1,,,,,0.7,,,0.6911
210146,0.2178,,0.3956,,0.381009434,,0.4081,0.2727,0.3462,0.381,0.2143,,,0.6667,0.3636,,,,,,,,,,0.7386,,0.4545,,0.4756
210155,,0.1454,,0.2203,,0.212154079,,,,,,,,,,0.2645,0,0.2,0.2,0.0909,0,0.2,0,0.1835,,0.6079,,0.2895,0.105
210234,,0.0743,,0.1955,,0.187840544,,,,,,,,,,0.2052,0.0714,0.2192,0.1667,0.0833,,,,0.1613,,0.4221,,0.2936,0.6197
210270,,0.1515,,0.1515,,0.152864331,,,,,,,,,,0.1473,0,0.0769,0,0,,0.4,1,0,,0.42,,0.3171,0.4181
210304,0.36,,0.4133,,0.359256886,,0.434,0.2,0.25,1,0,,0,1,0.3333,,,,,,,,,,0.7297,,0.7273,,0.7654
210331,0.5538,,0.5591,,0.552147328,,0.5536,0,0.3333,0.75,1,1,,,0.6667,,,,,,,,,,0.7658,,,,0.7158
210340,,0.0833,,0.5833,,0.532245161,,,,,,,,,,0.5,,1,,0.75,,0.5,,,,0.9,,,0.6585
210359,,0.2744,,0.3659,,0.371930303,,,,,,,,,,0.4023,0.1579,0.4,0.6667,0.6,0.4,0.1765,,,,0.3333,,,0.7665
210368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210401,0.6909,,0.7718,,0.779711447,,0.798,0.7143,0.8824,0.7692,1,0.5,0.65,1,0.7071,,,,,,,,,,0.861,,,,0.4922
210429,0.2234,,0.4683,,0.456073081,,0.4772,0.36,0.519,0.3778,0.2667,,,0.5714,0.375,,,,,,,,,,0.7035,,0.3333,,0.6276
210438,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.6721
210456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8527
210474,,0.0149,,0.791,,0.703349153,,,,,,,,,,,,,,,,,,,,0.8095,,0.7143,0.7534
210483,,0.3962,,0.6981,,0.700785714,,,,,,,,,,0.7479,0.5,0.6923,1,1,,0.8,,0.5,,0.566,,,0.7709
210492,0.4231,,0.4762,,0.530142169,,0.4516,,,,,,1,0.4444,1,,,,,,,,,,0.7625,,,,0.635
210508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210571,0.4436,,0.5267,,0.531935792,,0.6023,0.3684,0.5185,0.7273,0,,,0.1667,,,,,,,,,,,0.7649,,,,0.8987
210599,,0.0125,,0.7227,,0.716605505,,,,,,,,,,,,,,,,,,,,,,,0.6588
210605,,0.037,,0.1051,,0.098853425,,,,,,,,,,0.1233,0.061,0.1143,0.175,0.2,0,0.0588,,0.0835,,0.553,,0.4323,0.2189
210669,0.7331,,0.7829,,0.787373141,,0.8067,0.6563,0.5652,0.8,,,0.6667,0.5714,0,,,,,,,,,,0.8333,,0.3333,,0.6742
210711,,0.8434,,0.8916,,0.913543784,,,,,,,,,,,,,,,,,,,,0.7963,,,0.9529
210739,0.6393,,0.7065,,0.704922194,,0.7151,0.9231,0.5714,0.3333,,,,,0.6667,,,,,,,,,,0.8417,,,,0.6555
210748,,0.0213,,0.6809,,0.758647126,,,,,,,,,,,,,,,,,,,,0.8571,,0.25,0.6891
210775,0.3864,,0.5326,,0.524047007,,0.5502,0.1667,0.5,0.6,0.6667,,,0.5,0.3333,,,,,,,,,,0.7738,,,,0.795
210784,,0.1975,,0.7531,,0.758617241,,,,,,,,,,,,,,,,,,,,0.9245,,0.875,0.9306
210890,,0.7692,,0.7692,,0.748385161,,,,,,,,,,0.7903,0.6667,0.5,1,,,0.8,,,,0.8061,,,0.877
210906,,,0.5967,,0.614949307,,0.6078,0.5,0.5,1,0.5,,,,0,,,,,,,,,,0.7627,,0.5172,,0.8701
210942,0.2506,,0.3304,,0.312908712,,0.4549,0.3088,0.3913,0.5238,,,,,0.0709,,,,,,,,,,0.4669,,0.4286,,0.8681
210951,,0.1667,,0.5,,0.678548571,,,,,,,,,,0.5536,0.2857,0.5,,,,,,,,0.8571,,,0.6067
210960,0.2738,,0.3216,,0.364211567,,0.3362,0.0976,0.4545,0.5455,,,,,0.3261,,,,,,,,,,0.5592,,0.2727,,0.807
211006,,0.5988,,0.7126,,0.661538718,,,,,,,,,,0.6864,0.7143,0.7895,1,0,,1,,,,0.75,,0.75,0.6642
211024,0.3936,,0.5437,,0.515159091,,0.5464,0,,,0,,,,0.75,,,,,,,,,,0.7765,,0.2,,0.5571
211079,,0.0726,,0.2097,,0.218284127,,,,,,,,,,0.2251,0.0732,0.5,,0,,0.1429,,0.25,,0.5258,,0.7731,0.4075
211088,0.4958,,0.5953,,0.599619177,,0.6854,0.439,0.4848,0.6087,1,,0.2,0.3333,0.5196,,,,,,,,,,0.8157,,,,0.7941
211130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211149,,0.85,,0.85,,0.81079009,,,,,,,,,,0.8,0.9,,,,,,,,,0.7368,,,0
211158,0.4327,,0.6482,,0.63374248,,0.6844,0.4392,0.6216,0.6923,0.8,1,1,0.5,0.4715,,,,,,,,,,0.7849,,0.5,,0.6925
211200,,0.7566,,0.7566,,0.757724031,,,,,,,,,,0.7574,0.675,1,1,1,0,1,,1,,0.7754,,,0.9287
211273,0.7623,,0.8169,,0.828666017,,0.8273,0.8235,0.7391,0.825,0,,0.8,0.9167,0.7895,,,,,,,,,,0.9123,,,,0.3983
211291,0.8515,,0.886,,0.896395659,,0.8923,0.9444,0.7059,0.8974,,,0.913,0.8684,0.8667,,,,,,,,,,0.9314,,,,0.3938
211307,,0.0359,,0.1208,,0.122650453,,,,,,,,,,0.1193,0.0893,0.0893,0.1429,0.1154,0,0.1333,0.1818,0.1303,,0.6716,,0.4448,0.172
211316,,0.2807,,0.7544,,0.81514958,,,,,,,,,,0.78,0.3333,0.6667,1,,,,,,,0.9394,,0.8,0.6752
211334,,0.7273,,0.7273,,0.67827913,,,,,,,,,,,,,,,,,,,,0.8065,,,0.6774
211343,,0.0761,,0.1975,,0.191399237,,,,,,,,,,0.2037,0.15,0.25,0,0,0,0.25,,0.1746,,0.6221,,0.3856,0.2425
211352,0.4175,,0.503,,0.479319193,,0.5358,0.2979,0.2222,0.5,,,0.4286,,0.4828,,,,,,,,,,0.769,,,,0.7382
211361,0.3805,,0.5253,,0.512048948,,0.5894,0.5132,0.4286,0.2,0,,1,0.3125,0.1126,,,,,,,,,,0.7665,,0.3333,,0.7428
211398,,0.4848,,0.5152,,0.602603846,,,,,,,,,,0.5862,0,0,,,,,,,,0.6829,,,0.8732
211431,0.4381,,0.5973,,0.609380471,,0.634,0.4571,0.5,0.8333,,,,0,0.5517,,,,,,,,,,0.7783,,0,,0.5652
211440,0.7182,,0.883,,0.881479714,,0.8991,0.7848,0.8068,0.9154,0.6,,,0.8555,0.8947,,,,,,,,,,0.9597,,,,0.376
211468,0.5876,,0.6907,,0.641817308,,0.6923,1,0.5238,0.6667,,,,0.5,1,,,,,,,,,,0.6929,,0,,0.8157
211477,0.4224,,0.4479,,0.450393893,,0.6522,0.1887,0.2,0,,,,,0.25,,,,,,,,,,0.5806,,0.2813,,0.8489
211556,0.4659,,0.5568,,0.529926781,,0.5673,0.5789,0.3333,0.75,,,,0.4615,0.6,,,,,,,,,,0.7717,,,,0.4923
211583,0.3711,,0.4742,,0.443911215,,0.4336,0.4412,0.3,1,0,,,0,0.7419,,,,,,,,,,0.7789,,,,0.7818
211608,0.1107,,0.2571,,0.25266595,,0,0.2617,1,,0,,,,0.1579,,,,,,,,,,0.5523,,0,,0.8219
211617,,0.2553,,0.3351,,0.435171936,,,,,,,,,,0.3617,0.2744,0.3545,0.619,0.5,0.5,,,0.3077,,0.7594,,,0.672
211635,,,,,,0.333316667,,,,,,,,,,,,,,,,,,,,,,,0.865
211644,0.2924,,0.495,,0.512275354,,0.5326,0.2167,0.25,0.2857,0.3333,1,0.8,0.2,0.2222,,,,,,,,,,0.7379,,0.5,,0.7119
211802,,,,,,,,,,,,,,,,,,,,,,,,,,0.8621,,0.5,0.632
211820,,0.5814,,0.5814,,0.628201282,,,,,,,,,,0.8077,0.2857,0.25,,,,0,,,,0.7143,,,0.8481
211893,0.2,,0.5385,,0.692333333,,0.7778,,,0.75,,,,0.3077,,,,,,,,,,,1,,,,0.459
211909,,0.9,,0.9,,0.903842308,,,,,,,,,,0.9118,0.875,,,,,,,,,0.9216,,0.875,0.8282
211927,,0.0598,,0.1617,,0.148465671,,,,,,,,,,0.1761,0.1088,0.125,0.2188,0.1429,0,0.1778,0.1212,0.2333,,0.6068,,0.405,0.3113
211981,0.5128,,0.5828,,0.575233628,,0.6105,0.2174,0.4118,1,1,,1,,0.5,,,,,,,,,,0.7212,,,,0.694
212009,0.8075,,0.8434,,0.849831169,,0.8458,0.7308,0.7949,0.76,1,,1,0.9697,0.8571,,,,,,,,,,0.9042,,,,0.4303
212018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212045,,0.7444,,0.7444,,0.871834375,,,,,,,,,,0.7945,0,0.6667,1,,1,0.6,,0.6667,,0.8554,,0.6,0.7018
212054,0.241,,0.6736,,0.684022565,,0.688,0.4435,0.6304,0.6689,0.5385,,,0.7156,0.6908,,,,,,,,,,0.8401,,0.5294,,0.5583
212072,,0.7045,,0.7045,,0.602010204,,,,,,,,,,0.7045,,,,,,,,,,0.75,,,0.8197
212090,,0.3435,,0.4211,,0.415002544,,,,,,,,,,0.479,0.3762,0.5556,1,0,1,0.4286,,0.4167,,0.4889,,,0.65
212106,0.6475,,0.7796,,0.774337963,,0.7937,0.6471,0.7778,0.625,0.6,,1,0.6923,0.6,,,,,,,,,,0.8958,,0.9,,0.6548
212115,0.3629,,0.5555,,0.557870838,,0.5884,0.4321,0.4643,0.6667,0.5,1,1,0.3333,0.4,,,,,,,,,,0.7375,,0.058,,0.6434
212133,0.5271,,0.6127,,0.581793611,,0.6696,0.4362,0.618,0.625,,,1,0.75,0.25,,,,,,,,,,0.7833,,,,0.6999
212160,0.251,,0.4471,,0.432155727,,0.4649,0.3543,0.4783,0.2222,0.2857,,,0.1111,0,,,,,,,,,,0.6996,,0.6364,,0.7718
212197,0.6457,,0.6949,,0.733664221,,0.7177,0.3333,0.3846,0.6875,1,,,0.5,,,,,,,,,,,0.7943,,,,0.7202
212212,,0.0455,,0.6818,,0.723395745,,,,,,,,,,,,,,,,,,,,0.8571,,,0.5088
212230,,0,,0.5263,,0.60379434,,,,,,,,,,,,,,,,,,,,0.9412,,,0.5455
212267,,0,,0.4048,,0.474489781,,,,,,,,,,,,,,,,,,,,0.5,,0.7222,0.6393
212276,,0.0444,,0.6,,0.615971739,,,,,,,,,,,,,,,,,,,,0.5745,,0.7143,0.6995
212285,,0,,0.7895,,0.627127119,,,,,,,,,,,,,,,,,,,,0.6923,,1,0.5405
212294,,0.0556,,0.9444,,0.771910526,,,,,,,,,,,,,,,,,,,,0.7778,,,0.5844
212300,,0,,0.6,,0.622656604,,,,,,,,,,,,,,,,,,,,0.8636,,,0.5474
212328,,0,,0.6667,,0.694477778,,,,,,,,,,,,,,,,,,,,0.7143,,0.6154,0.5903
212337,,0,,0.4474,,0.462362366,,,,,,,,,,,,,,,,,,,,0.7209,,0.6667,0.7568
212355,,0.029,,0.6957,,0.677874497,,,,,,,,,,,,,,,,,,,,0.72,,0.6842,0.5531
212373,,0.0323,,0.5484,,0.72,,,,,,,,,,,,,,,,,,,,0.8,,0.875,0.569
212382,,0.0571,,0.4571,,0.544670732,,,,,,,,,,,,,,,,,,,,0.6216,,0.5833,0.5662
212391,,0.0222,,0.6667,,0.655193103,,,,,,,,,,,,,,,,,,,,0.6341,,0.5556,0.6373
212434,,0.6441,,0.6441,,0.617659559,,,,,,,,,,0.6667,0,0,1,,,,,,,0.7013,,,0.8009
212443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212452,0.0909,,0.5263,,0.424656164,,0,0.6667,,1,,,,0.5152,,,,,,,,,,,0.2,,1,,0.0643
212568,,1,,1,,0.852947059,,,,,,,,,,1,,,,,,,,,,0.9,,,0.9752
212577,0.8248,,0.8673,,0.870349092,,0.8939,0.8421,0.7419,0.8889,,,0.8889,0.8077,0.5625,,,,,,,,,,0.9089,,0,,0.4105
